Sentence1,Sentence2,Label
"मात्र, त्यानंतर ही योजना बंद झाली",कालांतराने ही योजना बंद करावी लागली,NP
हे तापमान सरासरीपेक्षा तीन अंशांनी अधिक आहे,सोमवारचे कमाल तापमान सरासरीपेक्षा तीन अंशांनी अधिक नोंदले गेले,NP
"शिवाय, वाळू उपशाची मुदत ३१ जुलैपर्यंत असते",वाळू उपशाच्या टेंडरची मार्च अखेरपर्यंत मुदत असते,NP
"दरम्यान, गावात तणावपूर्ण वातावरण असून चोख पोलिस बंदोबस्त ठेवण्यात आला आहे",याखेरीज पोलिसांचा झोननिहाय बंदोबस्त लावण्यात आला आहे,NP
शहरी विकासात हातभार लावणाऱ्या कामगारांच्या श्रमास प्रतिष्ठा प्राप्त करून दिल्याखेरीज ते आत्मनिर्भर बनणार नाहीत,शहरी विकासात योगदान देणाऱ्या कामगारांच्या श्रमाला सन्मान मिळाल्याशिवाय ते स्वयंपूर्ण होणार नाहीत,P
अभय दातारब्रिटनच्या माजी पंतप्रधान मार्गारेट थॅचर (१९२५  २०१३) यांनी ब्रिटनच्या राजकारणार खोलवर परिणाम केला,थॅचर यांनी ब्रिटनच्या राजकारणार खोलवर परिणाम केला,NP
ही कारवाई प्रांताधिकारी स्नेहल बगेर् यांनी केली व हॉस्पिटलला सील ठोकले,"प्रांताधिकारी स्नेहल बगेर् यांनी ही कारवाई करून हॉस्पिटलला सील ठोकले, तसेच सोनोग्राफी मशिन जप्त केले",NP
सायंकाळपर्यंत पावसाची रिमझिम सुरू असल्याने जनजीवन विस्कळीत झाले होते,संततधार पावसामुळे जनजीवन विस्कळीत झाले हाते,P
ही दुर्घटना सोमवारी पहाटे तीनच्या सुमारास घडली,ही घटना मंगळवारी पहाटे तीन वाजण्याच्या सुमारास घडली,NP
यावेळी मंत्री भुजबळ यांनी नाशिक जिल्ह्यातील गुजरातला वाहून जाणारे पाणी महाराष्ट्रालाच उपलब्ध करून देण्याची भूमिका घेतली,"गुजरातमध्ये वाहून जाणारे पाणी महाराष्ट्रातील शेतकऱ्यांना मिळवून द्यावे, असे आवाहन भुजबळ यांनी केले",P
२ अंश इतक्या तापमानाची नोंद झाली आहे,२ अंश सेल्सियस तापमानाची नोंद झाली,NP
आम्हा उद्योजकांना जमिनी द्या,"पुणे जिल्ह्यात रविवारी ६१६ जण बाधित झाले असून, आठ जणांचा मृत्यू झाला",NP
प्लानची वैधता २० दिवसांची आहे,या दोन्ही प्लान्सची वैधता २० दिवसांची आहे,NP
या औषधांचा पुरवठा महापालिकेला काही दिवसांपूर्वीच सुरू झाला,महापालिकेला या औषधांचा पुरवठा काही दिवसांपूर्वी सुरू झाला,P
दोघांनी बनावट कागदपत्रांद्वारे त्याच्या नावाने पासपोर्ट तयार केला,या दोघांनी बनावट कागदपत्रांद्वारे त्याच्या नावावर पासपोर्ट तयार केला,P
मात्र हे पैसे भरण्यासोबतच कंपनीस्तरावरील अन्य निर्णयदेखील झाले आहेत,"कंपनीच्या ऑडिटर्सनी कंपनीच्या व्यवहारांमध्ये या देवाणघेवाणीची माहिती द्यायला हवी होती, मात्र ती दिली गेली नाही, अशी माहितीही सूत्रांनी दिली",NP
पुण्यातील जर्मन बेकरीत झालेल्याबॉम्बस्फोटामुळे सुरक्षा यंत्रणेचा पुनर्विचार करणे गरजेचे झाले असल्यामुळेखबरदारीचा उपाय म्हणून ही पाऊले उचलण्यात आली आहेत,"तथापि, त्याच्या सुरक्षिततेची पातळी काळानुरूप न सांभाळल्यास फार मोठा धोकाही निर्माण होऊ शकतो, हे या प्रकरणातून स्पष्ट होते",NP
त्यातील दोन लाख ७४ हजार ५४८ हेक्टर क्षेत्रावर कापसाची पेरणी झाली आहे,जिल्ह्यात एकूण दोन लाख ७५ हजार हेक्टर क्षेत्रावर कापसाची लागवड करण्यात आली होती,NP
मल्लिनाथ कलशेट्टी यांच्यासोबत होणाऱ्या बैठकीस सीए पॅनेल व व्यापारी संघाच्या शिष्टमंडळाचाही समावेश आहे,मल्लिनाथ कलशेट्टी यांच्याशी होणाऱ्या बैठकीत सीए पॅनेल आणि व्यापारी संघाचा शिष्टमंडल देखील उपस्थित राहणार आहे.,P
१६ तास पाण्यात अडकून पडलेल्या तरुणाची भारतीय वायु दलानं अशी केली सुटका!,भारतीय हवाई दलानं १६ तास पाण्यात अडकलेल्या तरुणाची केली सुटका!,P
यात ही मुलगी गर्भवती राहिली,यातून ही मुलगी गर्भवती नाही राहिली,NP
राफेल करार व किंमतीवरून काँग्रेससह विरोधी पक्षांनी देशव्यापी आंदोलन केले होते,बैठकीत लोकसंघर्ष मोर्चाच्या अध्यक्षा प्रतिभा शिंदे यांच्या प्रमुख उपस्थितीत ईव्हीएम विरुद्ध राज्यस्तरीय परिषद आयोजित करण्याबाबत निर्णय घेण्यात आला,NP
आनंदच्या मृत्यूने शिरपूरकर कुटुंबावर दुखाचा डोंगर कोसळला आहे,हे फक्त तिच्यासाठीच नाही तर सुशांतच्या कुटुंबियांसाठीही फार दुखद होतं,NP
सुशांतनंच रियाला घरातून निघून जाण्यासाठी सांगितल्याचं तिनं पोलिस जबाबात म्हटलं आहे,सुशांतने रियाला घर सोडण्यास सांगितले असल्याचे तिने पोलिसांना सांगितले आहे,P
जिल्हाधिकाऱ्यांचे निर्देश २३ रोजी आदिवासी गोवारी शहीद दिवसम,येत्या २३ नोव्हेंबर रोजी आदिवासी गोवारी शहीद श्रद्धांजली कार्यक्रम होणार आहे,NP
"एखादी व्यक्ती एखाद्या कार्यासाठी वाहून घेतल्यानंतर किती झोकून देऊन काम करू शकते, याचे उदाहरण म्हणून गोरक्षकर यांच्या कार्याकडे पाहता येते",पोलिसांनी त्याला गोरक्षक दलाच्या मदतीने पकडले,NP
त्यामुळे अखेर मुख्यमंत्री पृथ्वीराज चव्हाण यांनी ७ एप्रिलची​ ही परीक्षा पुढे ढकलण्याचा निर्णय जाहीर केला,"परंतु, परीक्षा अर्जांचा डेटा असलेली यंत्रणाच करप्ट झाली झाल्याने मुख्यमंत्री पृथ्वीराज चव्हाण यांनी ही परीक्षा पुढे ढकलण्याचा निर्णय घेतला",NP
करोना संकटकाळात बाधित आणि संशयित रुग्णांची संख्या दिवसेंदिवस वाढत आहे,करोनाचे रुग्ण वाढले आहेत,P
त्याचे किती तरुणींच्यावर प्रेम होते?,त्याने किती तरुणींवर प्रेम केले?,P
कर्नाटकात छत्रपती शिवाजी महाराजांचा पुतळा हटवण्यात आला असून त्याचे महाराष्ट्रात जोरदार पडसाद उमटले आहेत,छत्रपती शिवाजी महाराजांचा पुतळा कर्नाटकातून हटवण्यात आल्याने महाराष्ट्रात तीव्र प्रतिक्रिया उमटल्या आहेत,P
या वर्षी हा आकडा वाढण्याची शक्यता असल्याचं सांगितलं जातं,या वर्षी हा आकडा वाढण्याची शक्यता वर्तवली जात आहे.,P
या घटनांचा तपास लागलेला नाही,या घटनेचा तपास अद्याप लागलेला नाही,NP
त्यावेळी प्रथमवर्ग न्यायदंडाधिकारी एस,"दरम्यान, प्रथमवर्ग न्यायदंडाधिकारी एस",NP
त्यामुळे कोड नीट भरावा,हा प्रकार एप्रिलमध्ये सुरू झाला आहे,NP
देशात करोनाग्रस्तांचा आकडा वाढतच आहे,देशात कोरोनाबाधितांची संख्या वाढतच आहे,P
हे काम खासगी एजन्सीच्या माध्यमातून केले जाईल,सहकारी तत्वावरील कारखाना खाजगी होण्याची शक्यता होती,NP
या बाजारपेठेतील एक हजार व्यापारी बंदमध्ये सहभागी झाले होते,शहरातील वेगवेगळ्या व्यापारी संघटनांनी बंदमध्ये सहभागी होण्याचे त्यांनी केले होते,NP
नेहरूनगरमधील मेजर ध्यानचंद स्टेडियममध्ये ही स्पर्धा सुरू आहे,नेहरूनगर येथील मेजर ध्यानचंद स्टेडियममध्ये ही स्पर्धा चालू आहे.,P
"शिवाय परिवहन आयुक्तालयातील टोलफ्री क्रमांकावर देखील नागरिक संपर्क साधू शकतात, असे आवाहन परिवहन आयुक्तालयातर्फे करण्यात आले आहे","तसेच नागरिकांनी परिवहन आयुक्तालयाच्या टोल फ्री क्रमांकावरही संपर्क साधावा, असे आवाहन परिवहन आयुक्तालयाने केले आहे",P
सोशल मीडियावर विशेष लक्ष या निकालांनंतर सोशल मीडियावर उमटणाऱ्या प्रतिक्रियांमुळे कायदा आणि सुव्यवस्थेची निर्माण होऊ शकते,सोशल मिडीयावर विशेष लक्ष या निकालांनंतर सोशल मिडीयावर उमटणाऱ्या प्रतिक्रियांमुळे  सुव्यवस्थेची निर्माण होऊ शकते,NP
आता या प्रकरणी धक्कादायक खुलासा झाला आहे,या प्रकरणात आता धक्कादायक खुलासा झाला आहे,P
"सातत्याने होणारी बदनामी किंवा अपमान पचविल्यामुळे जर समाजाचे, राज्याचे व देशाचे नुकसान होणार असेल, तर असा अपमान पचविणे दोष ठरेल, अशी माझी धारणा आहे","मात्र, या ठिकाणी अपमान पचविल्यामुळे जर समाजाचे, राज्याचे व देशाचे नुकसान होणार असेल, तर असा अपमान पचविणे दोष ठरेल, अशी माझी धारणा आहे",P
या स्पर्धेस ‘महाराष्ट्र टाइम्स’ मीडिया पार्टनर होते,महाराष्ट्र टाइम्स या स्पर्धेचा मीडिया पार्टनर होता,NP
"वर्षा सत्पाळकर यांच्यावरील गुन्हा मागे घेऊन त्यांची सुटका करावी, अशी मागणी करत शेकडो एजंटांनी थेट कोर्टालाच वेठीस धरण्याचा प्रयत्न केला","कंपनीच्या संचालिका वर्षा सत्पाळकर यांच्यावरील गुन्हा मागे घेऊन त्यांची सुटका करावी, अशी मागणी करीत शेकडो एजंटांनी थेट कोर्टालाच वेठीस धरण्याचा प्रयत्न केला",NP
या साऱ्यात पुरावा म्हणून त्यांचा महागडा मोबाइल ताब्यात घेउन न्यायालयाच्या हवाली केला,या साऱ्यात पुरावा म्हणून त्यांचा महागडा मोबाइल ताब्यात घेऊन न्यायालयाच्या हवाली केला,P
प्रवेश सर्वाना मोफत आहे,प्रत्येक मुलाला सर्व शिक्षण मोफत आहे,NP
यंदाचा गणेशोत्सव २५ ऑगस्टपासून सुरू होणार आहे,कायद्यानुसार निकाल जाहीर झाल्यानंतर २५ दिवसांत पहिली सभा होणे आवश्यक आहे,NP
महाविद्यालयांना संलग्न करून जुनी पद्धत अशीच चालू राहिल्यास आपली पारंपरिक विद्यापीठे महाविद्यालयांच्या संख्येच्या ओझ्याखाली पुरती दबून जाण्याची शक्यता आहे,"मात्र, काही विद्यापीठांच्या परीक्षा संपून ४५ दिवसांचा कालावधी संपला तरी निकाल जाहीर झालेला नाही",NP
"भाजपला मी शत्रू मानत नाही पण त्‍यांनी खोटारडेपणाचा आरोप करू नये, असे उद्धव ठाकरे शुक्रवारी म्‍हणाले","भाजपाला मी शत्रू मानत नाही पण त्‍यांनी खोटारडेपणाचा आरोप करू नये, असेही ते म्‍हणाले",NP
शुक्रवारी रियाच्या चौकशीनंतर शनिवारी तिच्या भावाची शौविकची १८ तास चौकशी करण्यात आली,शुक्रवारी रियाची चौकशी केल्यानंतर शनिवारी तिचा भाऊ शौविकची १८ तास चौकशी करण्यात आली,P
चिमणीपेक्षा लहान आकाराचा हा पक्षी उगवत्या सूर्याबरोबरच माधुरसाच्या शोधात नुकत्याच उमललेल्या फुलांच्या शोधात निघतो,चांगल्या परिसंस्थेचे लक्षण - फुलपाखरे ही केवळ नजरेला आनंद देणारा कीटक नाही,NP
मराठवाड्यात एक जूनपासून दमदार पाऊस सुरू असून प्रामुख्याने औरंगाबाद आणि जालना जिल्ह्यात गेल्या दोन महिन्यात पावसाचे सातत्य कायम आहे,"एक जूनपासून मराठवाड्यात दमदार पाऊस सुरू आहे, आणि गेल्या दोन महिन्यांत औरंगाबाद व जालना जिल्ह्यात पाऊस सातत्याने पडत आहे.",P
परंतु त्यामुळे रेल्वे फलाटांवर गर्दी उसळून चेंगराचेंगरीची परिस्थिती निर्माण झाली होती,रेल्वे मार्गावर लोकल गाड्या एकापाठोपाठ एक रूळावर सुरू होत्या,NP
परंतु सध्या वेबमालिकांचा काळ आहे,पण आता वेब सिरीजचा काळ आहे,P
सोसायटीच्या सात इमारतींवर आठ पवनचक्क्या उभारल्या आहेत,सोसायटीच्या सात इमारतींवर आठ पवनचक्क्या उभारल्या आहेत.,P
राजकीय क्षेत्रातील प्रयत्न यशाजवळ पोहोचतील,राजकीय प्रयत्न यशस्वी होण्याची शक्यता आहे.,P
मात्र आईवडिलांना आपल्या या मुलाच्या कर्तृत्वाची जरा देखील कल्पना नाही,पण त्याच्या आई-वडिलांना आपल्या मुलाच्या कर्तृत्वाची कल्पना नाही,P
"सोबतच वातरोगतज्ज्ञ रक्ततपासणी करून दुष्परिणाम होणार नाहीत, याची काळजी घेत असतात","वातरोगतज्ज्ञ रक्ताच्या तपासणीसाठी लक्ष देतात, त्यामुळे दुष्परिणाम होण्याची शक्यता नाही.",P
या घटनेने पालकांनी सावध राहण्याची गरज आहे,म्हणूनच अशा गोष्टी घडू नये यासाठी पालकांनी खबरदारी घेणं आवश्यक आहे,P
"म्हातारी मेल्याचे दुःख नाही, पण काळ सोकावतोय","म्हातारी मेल्याचे दुःख नाही परंतु काळ सोकावतो, याचे हे दुःख आहे",NP
आयुक्तांनीही विचार केला नाही,"इतर कुणाचेही अर्ज आले नाहीत, असे प्रशासनाकडून सांगण्यात आले",NP
पुन्हा ती सकाळी दहाची वेळ होती,पुन्हा सकाळचे दहा वाजले,P
त्यामध्ये शिक्षक किंवा शिक्षकेतर कर्मचारी नोडल अधिकारी असून पाच विद्यार्थी सदस्य आहेत,कॉलेजमध्ये प्राध्यापक किंवा प्राध्यापकेतर कर्मचाऱ्याची नोडल अधिकारी म्हणून नेमणूक केली असून पाच विद्यार्थी सदस्य आहेत,NP
"रघुनाथ ढमकले जिल्हा कार्यवाह, ‘सुटा’ तीन जिल्ह्यातील २४६७ प्राध्यापक आंदोलनात सहभागी आहेत","कोल्हापूर, सांगली आणि सातारा या तीन जिल्ह्यातील २४६७ प्राध्यापक आंदोलनात सहभागी आहेत",NP
"परंतु, मुख्यमंत्र्यांसह शिवसेनेचे पक्षप्रमुख उद्धव ठाकरे हे यावेळी ही शासकीय पूजा करणार आहेत",परंतु यंदा मुख्यमंत्र्यांसह शिवसेनेचे पक्षप्रमुख उद्धव ठाकरे ही पूजा करणार आहेत,P
करण आयपीएलच्या सराव सत्रात गोलंदाजी करत होता कारण बीसीसीआयच्या नियमात तो बसत नव्हता,तो बीसीसीआयच्या नियमात बसत नसल्याने आयपीएलच्या सराव सत्रात करण गोलंदाजी करत होता,P
जवळपास २०० देशांमध्ये करोनाचा संसर्ग फैलावला आहे,जवळपास २०० देशांमध्ये करोनाचा प्रसार झाला आहे.,P
राष्ट्रवादीत तर सुप्रिया सुळे पहिल्या फळीतल्याच नेत्या आहेत,त्या महिलेला पहिल्या तीन मुली आहेत,NP
तिथं गाडी बंदच पडली,पावसाळ्यातली सगळ्यात महत्त्वाची गोष्ट म्हणजे तुमचं पूर्ण लक्ष गाडी चालवण्यावरच असलं पाहिजे,NP
"तसेच विद्यापीठाकडून होणाऱ्या कारवाईला सामोरे जावे लागेल, असा इशारा विद्यापीठाने कॉलेजांना दिला आहे",त्यामुळे विद्यापीठ स्तरावर महाविद्यालयांवर कारवाई होण्याची शक्यता आहे,P
ते मी घेण्यास तयार आहे,मला ते पटले आहे,NP
"कोल्हापूर, सातारा, सांगली या जिल्ह्यांतील ३०० ग्रामपंचायतींची माहिती संकलित करून मांडलेला लेखाजोखा","या काळात कोल्हापूर, सांगली आणि सातारा या तीन जिल्ह्यांतील सुमारे तीनशे ग्रामपंचायतींची माहिती संकलित केली",NP
"त्यानुसार, श्रमिकांसाठी सहा रेल्वेगाड्यांची व्यवस्था करण्यात आली होती आणि त्या संदर्भात राज्य सरकारने रेल्वे विभागास सुमारे ६९ लाख रुपये दिले",मार्च ते सप्टेंबर २०१६ दरम्यान ही योजना राबविण्यात आली,NP
तसेच कंपनीने नुकताच लाँच केलेला स्मार्टफोनच्या किंमतीत कपात केली आहे,तसेच कंपनीने नुकत्याच लाँच झालेल्या स्मार्टफोनची किंमत कमी केली आहे,P
रस्त्यावरील दुकानात मूर्तीविक्रीस परवानगी दिली जाणार नाही,रस्त्यावरील दुकानात मूर्ती विकण्यास परवानगी दिली जाणार नाही,P
"परंतु प्रसंगी जसराजांनी धैर्य दाखवलं, हे नमूद करायला हवं",पण जसराज यांनीही प्रसंगी धाडस दाखवले हे नमूद करायला हवे,P
सांगली कृषी उत्पन्न बाजार समितीवर प्रशासक नियुक्तीचा शासन आदेश गुरुवारी दुपारी जिल्हा सहकार विभागाला मिळाला,सांगली कृषी उत्पन्न बाजार समितीवर प्रशासक नेमण्याचे शासन आदेश गुरुवारी दुपारी जिल्हा सहकार विभागाला प्राप्त झाले,P
यजुर्वेंद्र महाजन यांनी केला,त्यात ते जखमी झाले आहेत,NP
त्यावेळी जयंतचा ९३७वा क्रमांक होता,त्यामुळं राज्यातील एकूण रुग्ण बरे होण्याचे प्रमाण ९३%,NP
"लम्पी स्किन डिसीज हा आजार दक्षिण आफ्रिकेतील जनावरांत दिसतो, अशी माहिती जिल्हा परिषदेच्या पशूसंवर्धन विभागातून देण्यात आली",दक्षिण आफ्रिकेतील जनावरांमध्ये लम्पी स्किन डिसीज दिसून येत असल्याची माहिती जिल्हा परिषदेच्या पशुसंवर्धन विभागाने दिली,P
"नियोजन केल्याप्रमाणे मनपाचे वरिष्ठ अधिकारी व कर्मचारी, तसेच संबंधित भागातील नगरसेवक व नागरिक श्रमदानातून स्वच्छता मोहीम राबवतात","संबंधित वॉर्डाचा नगरसेवक, मनपाचे एकदोन प्रमुख अधिकारी व बहुतांश स्वच्छता कर्मचारीच हा उपक्रम राबवत आहेत",NP
त्यामुळे त्यांना प्रवेश प्रमाणपत्र मिळू शकलेले नाही,त्यांना प्रवेश परीक्षा प्रमाणपत्र मिळू शकलेले नाही,NP
२८ जुलैपासून प्रोकबड्डीच्या पाचव्या हंगामाला सुरुवात होणार असून बेंगळुरु संघाच्या लढती ४ ते १० ऑगस्ट दरम्यान नागपुरात रंगणार आहेत,पदवीपूर्व आणि पदव्युत्तर अशा दोन्ही उमेदवारांनासाठी २८ सप्टेंबर २०२० रोजी परीक्षा होणार आहे,NP
ती लग्नानंतर खूश नव्हती,त्यावर माझ्या मुलीची तब्येत बरी नाही असे तिने सांगितले,NP
यानंतर पोलिसांनी जेव्हा घर उघडलं तेव्हा समीरचा मृतदेह पंख्याला लटकलेल्या अवस्थेत आढळला,पोलिसांनी घर उघडल्यानंतर समीरचा मृतदेह पंख्याला लटकलेल्या स्थितीत सापडला.,P
चांगले मित्र ओळखा पारखून घ्या,मित्रांची संगत तपासून घ्या,P
सुशांतसिंह आत्महत्या प्रकरणात मुंबई पोलिसांच्या भूमिकेवर विरोधकांनी अनेक प्रश्न उपस्थित केले होते,सुशांतसिंह आत्महत्या प्रकरणात मुंबई पोलिस व ठाकरे सरकारच्या भूमिकेबाबत विरोधकांकडून अनेक प्रश्न उपस्थित करण्यात येत होते,NP
सोशल मीडियावर एक फोटो शेयर केला जात आहे,सोशल मीडियावर एक फोटो शेअर करत आहे,P
शेतकऱ्यांची व्यथा जाणून घेण्यासाठी सरकारकडे वेळच नाही,"बँकेच्या तिजोरीत रुपयाही नसतांना गनधारी सुरक्षारक्षकांची नियुक्ती कशासाठी, असा सवाल आता शेतकऱ्यांनी केला आहे",NP
त्यावेळी फक्त सहा रुग्ण होते,यासह शहर परिसरात अन्यत्र सहा रुग्ण वाढले,NP
कोविड शरीरापेक्षा मन खच्ची करतो,कोविडचा परिणाम शरीरापेक्षा मनावर होतो,P
राज्य सरकारनं हे प्रकरण सीबीआयकडे देण्यास ठाम नकार दिल्यानं चर्चेत भर पडली आहे,राज्य सरकारने सीबीआयकडे या प्रकरणाचा तपास देण्यास नकार दिला आहे.,P
त्र्यंबकेश्वर येथील ज्योतीर्लिंग मंदिर हे प्राचीन आहे,त्र्यंबकेश्वर येथील ज्योतिर्लिंग मंदिर आहे,NP
प्लास्टिकबंदीबाबत विद्यार्थ्यांनी जनजागृती केली,आता त्या प्लास्टिकवरच बंदी आल्यामुळे हा सारा व्यवसाय आणि वृक्ष लागवडच अडचणीत आली आहे,NP
मागील वर्षी या कामासाठी ७२ कोटी रुपये देण्यात आले होते,यासाठी पहिल्या टप्प्यातील ७२ कोटीचा निधी आला आहे,P
यावेळी मार्चमध्ये आयपीएल सुरु होणार होते,आयपीएलचे आयोजन मार्च किंवा एप्रिल महिन्यात केले जाते,P
"मी कुणाला उद्देशून बोलत आहे, हे लोकांना चांगले माहीत आहे","प्रत्येक स्तरावरील लोकांशी जोडण्याची प्रक्रिया मला भावते, अंतर्मुख करते आणि त्यातून मी लिहिता होतो",NP
ही यादी वाढवली जाईल आणि त्यात आणखी वस्तूंचा समावेश होईल,अधिक आयटम समाविष्ट करण्यासाठी ही यादी वाढविली जाईल,P
प्रत्येक सीरिअलमध्ये हे सणवार थाटामाटात साजरे केले जातात,यामध्ये विविध धार्मिक कार्यक्रमांचे आयोजन करण्यात आले आहे,NP
जुने परिचित लोक भेटतील,मित्रांची भेट होईल,NP
राहुल आहेर यांच्याकडे आहे,"जिवाभावाचे नाते, जगणे, ते अल्पशिक्षित अधिक जगतात",NP
समुद्रकिनारी ऑस्प्रेसारखे शिकारी पक्षीही दिसत आहेत,त्यामध्ये असंख्य प्रकारचे पक्षी असतात,NP
वाहतूक पोलिसांनी दंड वसूल केला,वाहतूक पोलीस दंड करतात,P
जळगावमध्ये १७ लाख ३ हजार ०४१ तर रावेरमध्ये १५ लाख ९१ हजार ४७९ मतदार आहेत,जळगावमध्ये १७ लाख ३ हजार ०४१ तर रावेरमध्ये १५ लाख ९१ हजार ४७९ मतदारांनी मतदान केले आहे.,NP
आरक्षीत जागेवर केबिन उभा करुन वाहतुकीला अडथळा निर्माण केला जात आहे,आरक्षित जागेवर केबिन उभा करून वाहतुकीला अडथळा निर्माण केला जात होते,NP
त्यामुळे ही बैठकही वादळी ठरण्याची शक्यता आहे,त्यामुळे ही बैठकही वादळी होण्याची शक्यता आहे,P
रोज ८०० एमएलडीची बचतमुंबईच्या सुमारे दीड कोटी लोकसंख्येची तहान भागवण्यासाठी दररोज ३८०० दशलक्ष लिटर पाणीपुरवठा केला जातो,८ रुपये लीटरमागे वाढ होते,NP
राजर्षी शाहू महाराजांनी ज्या पद्धतीने क्रीडा क्षेत्राला राजाश्रय दिला,"पाटणकर प्रास्ताविकात म्हणाले, ‘राजर्षी शाहू महाराजांनी कुस्ती, फुटबॉलप्रमाणेच क्रिकेटलाही प्रोत्साहन दिले",NP
"दुकान बंद असले, तरी दुकानातील कामगारांना वेतन द्यावेच लागते","एसटी कामगारांना जुलै २०१६ महिन्यात महागाई भत्ता दिला होता, त्यानंतर हा भत्ता दिलेला नाही, याकडे त्यांनी लक्ष वेधले",NP
"परंतु, शहरातील होळकर पुलाखालून मात्र २८०० क्यूसेकने विसर्ग सुरू असल्याची माहिती पाटबंधारे विभागाने दिली आहे","मात्र, शहरातील होळकर पुलाखालून २८०० क्युसेकने विसर्ग सुरू असल्याची माहिती पाटबंधारे विभागाने दिली आहे",P
"रक्तदाब, मधुमेह, हृदयरोग यासारख्या व्याधींनी ग्रस्त असलेल्या रुग्णांना करोनाचा संसर्ग झाल्यानंतर अशा रुग्णांचा मृत्यू ओढावण्याचा धोकाही अधिक असल्याचे संशोधनातून समोर आले आहे",जर एखाद्या व्यक्तीला अन्य कोणता आजार असेल तर त्याचा करोनामुळे मृत्यू होण्याची शक्यता अधिक असते,P
कोल्हापूर जिल्ह्यातील २८ पोलिस ठाण्यापैकी केवळ नेसरी पोलिस ठाण्यात महिला पोलिस निरीक्षक आहे,कोल्हापूर जिल्ह्यातील २८ पोलिसठाण्यापैकी केवळ नेसरी पोलिसठाण्यात महिला पोलिस निरीक्षक आहे,P
या कार्यक्रमाचे उद्घाटन आमदार राजेंद गावीत होते,आमदार राजेंद गावीत या कार्यक्रमाचे प्रमुख पाहुणे होते,NP
त्यानंतर पोलिसांनी कृष्णा पांडे याच्यावर जीवे ठार मारण्याचा प्रयत्न केल्याप्रकरणी गुन्हा दाखल करून त्याला अटक केली,या घटनेनंतर सानपाडा पोलिसांनी हल्लेखोर कृष्णा पांडे याच्यावर जीवे ठार मारण्याचा प्रयत्न केल्याप्रकरणी गुन्हा दाखल करून त्याला अटक केली आहे,NP
"कामगारांचे वेतन इलेक्ट्रॉनिक पद्धतीने थेट बँक खात्यात जमा केले जावे, ही या संघटनांची प्रमुख मागणी आहे","कामगारांचे वेतन थेट त्यांच्या बँक खात्यांत जमा व्हावे किंवा कामगारांना त्यांचे वेतन धनादेशाद्वारे दिले जावे, अशी मागणी देशातील विविध कामगार संघटना सातत्याने करत आहेत",NP
मोबाइल चोरणाऱ्या आसितची माहिती पोलिसांना एका खबऱ्याकडून मिळाली होती,एका रिपोर्टवरून असितने मोबाईल चोरल्याची माहिती पोलिसांना मिळाली,P
वडगाव कोल्हाटी येथील सिडकोच्या मुख्य रस्त्यापासून सुमारे एक किलोमीटरचा रस्ता गावातून जातो,सह्याद्रीनगरमध्ये अरुंद रस्त्यालगत नालीवरील ढापे धोकादायक आहेत,NP
